id,code,siruta_code,level,parent_code,name_ro,nuts,type,urban,source
2634,146904,146904,LAU,SV,BAIA,RO215,3,0,SIRUTA
2627,146931,146931,LAU,SV,ORAŞ MILIŞĂUŢI,,2,1,SIRUTA
2636,146995,146995,LAU,SV,BĂLCĂUŢI,RO215,3,0,SIRUTA
2638,147036,147036,LAU,SV,BILCA,RO215,3,0,SIRUTA
2639,147054,147054,LAU,SV,BOGDĂNEŞTI,RO215,3,0,SIRUTA
2640,147072,147072,LAU,SV,BOROAIA,RO215,3,0,SIRUTA
2641,147134,147134,LAU,SV,BOSANCI,RO215,3,0,SIRUTA
2642,147161,147161,LAU,SV,BOTOŞANA,RO215,3,0,SIRUTA
2643,147205,147205,LAU,SV,BREAZA,RO215,3,0,SIRUTA
2644,147241,147241,LAU,SV,BRODINA,RO215,3,0,SIRUTA
233,14726,14726,LAU,AG,BOŢEŞTI,RO311,3,0,SIRUTA
2621,147358,147358,LAU,SV,ORAŞ BROŞTENI,,2,1,SIRUTA
2645,147465,147465,LAU,SV,BUNEŞTI,RO215,3,0,SIRUTA
2647,147526,147526,LAU,SV,CACICA,RO215,3,0,SIRUTA
235,14753,14753,LAU,AG,BRĂDULEŢ,RO311,3,0,SIRUTA
2648,147580,147580,LAU,SV,CALAFINDEŞTI,RO215,3,0,SIRUTA
2622,147633,147633,LAU,SV,ORAŞ CAJVANA,,2,1,SIRUTA
2682,147660,147660,LAU,SV,ILIŞEŞTI,RO215,3,0,SIRUTA
2650,147713,147713,LAU,SV,CÂRLIBABA,RO215,3,0,SIRUTA
2654,147786,147786,LAU,SV,CORNU LUNCII,RO215,3,0,SIRUTA
2656,147884,147884,LAU,SV,CRUCEA,RO215,3,0,SIRUTA
2657,147937,147937,LAU,SV,DĂRMĂNEŞTI,RO215,3,0,SIRUTA
2623,148006,148006,LAU,SV,ORAŞ DOLHASCA,,2,1,SIRUTA
2658,148097,148097,LAU,SV,DOLHEŞTI,RO215,3,0,SIRUTA
2660,148131,148131,LAU,SV,DORNA-ARINI,RO215,3,0,SIRUTA
2659,148202,148202,LAU,SV,DORNA CANDRENILOR,RO215,3,0,SIRUTA
2661,148293,148293,LAU,SV,DORNEŞTI,RO215,3,0,SIRUTA
2662,148328,148328,LAU,SV,DRĂGOIEŞTI,RO215,3,0,SIRUTA
2663,148382,148382,LAU,SV,DRĂGUŞENI,RO215,3,0,SIRUTA
2664,148426,148426,LAU,SV,DUMBRĂVENI,RO215,3,0,SIRUTA
2666,148453,148453,LAU,SV,FÂNTÂNELE,RO215,3,0,SIRUTA
236,14851,14851,LAU,AG,BUDEASA,RO311,3,0,SIRUTA
2667,148514,148514,LAU,SV,FORĂŞTI,RO215,3,0,SIRUTA
2624,148612,148612,LAU,SV,ORAŞ FRASIN,,2,1,SIRUTA
2668,148667,148667,LAU,SV,FRĂTĂUŢII NOI,RO215,3,0,SIRUTA
2669,148694,148694,LAU,SV,FRĂTĂUŢII VECHI,RO215,3,0,SIRUTA
2670,148729,148729,LAU,SV,FRUMOSU,RO215,3,0,SIRUTA
2671,148765,148765,LAU,SV,FUNDU MOLDOVEI,RO215,3,0,SIRUTA
2672,148872,148872,LAU,SV,GĂLĂNEŞTI,RO215,3,0,SIRUTA
2673,148916,148916,LAU,SV,GRĂMEŞTI,RO215,3,0,SIRUTA
2674,148970,148970,LAU,SV,GRĂNICEŞTI,RO215,3,0,SIRUTA
2679,149049,149049,LAU,SV,HORODNICENI,RO215,3,0,SIRUTA
2677,149101,149101,LAU,SV,HORODNIC DE JOS,RO215,3,0,SIRUTA
2680,149138,149138,LAU,SV,IACOBENI,RO215,3,0,SIRUTA
2684,149183,149183,LAU,SV,IZVOARELE SUCEVEI,RO215,3,0,SIRUTA
237,14922,14922,LAU,AG,BUGHEA DE JOS,RO311,3,0,SIRUTA
2626,149227,149227,LAU,SV,ORAŞ LITENI,,2,1,SIRUTA
2687,149290,149290,LAU,SV,MARGINEA,RO215,3,0,SIRUTA
2685,149316,149316,LAU,SV,MĂLINI,RO215,3,0,SIRUTA
2686,149370,149370,LAU,SV,MĂNĂSTIREA HUMORULUI,RO215,3,0,SIRUTA
239,14940,14940,LAU,AG,BUZOEŞTI,RO311,3,0,SIRUTA
2689,149414,149414,LAU,SV,MOARA,RO215,3,0,SIRUTA
2690,149502,149502,LAU,SV,MOLDOVA-SULIŢA,RO215,3,0,SIRUTA
2691,149539,149539,LAU,SV,MOLDOVIŢA,RO215,3,0,SIRUTA
2692,149584,149584,LAU,SV,MUŞENIŢA,RO215,3,0,SIRUTA
2693,149655,149655,LAU,SV,OSTRA,RO215,3,0,SIRUTA
2695,149682,149682,LAU,SV,PANACI,RO215,3,0,SIRUTA
2694,149753,149753,LAU,SV,PĂLTINOASA,RO215,3,0,SIRUTA
2696,149780,149780,LAU,SV,PÂRTEŞTII DE JOS,RO215,3,0,SIRUTA
2697,149833,149833,LAU,SV,PĂTRĂUŢI,RO215,3,0,SIRUTA
2698,149851,149851,LAU,SV,POIANA STAMPEI,RO215,3,0,SIRUTA
2700,149931,149931,LAU,SV,POJORÂTA,RO215,3,0,SIRUTA
2701,149968,149968,LAU,SV,PREUTEŞTI,RO215,3,0,SIRUTA
2702,150043,150043,LAU,SV,PUTNA,RO215,3,0,SIRUTA
2703,150070,150070,LAU,SV,RĂDĂŞENI,RO215,3,0,SIRUTA
2704,150114,150114,LAU,SV,RÂŞCA,RO215,3,0,SIRUTA
2705,150178,150178,LAU,SV,SADOVA,RO215,3,0,SIRUTA
2707,150196,150196,LAU,SV,SATU MARE,RO215,3,0,SIRUTA
2710,150221,150221,LAU,SV,SIMINICEA,RO215,3,0,SIRUTA
2711,150258,150258,LAU,SV,SLATINA,RO215,3,0,SIRUTA
2712,150294,150294,LAU,SV,STRAJA,RO215,3,0,SIRUTA
2713,150310,150310,LAU,SV,STROIEŞTI,RO215,3,0,SIRUTA
2714,150356,150356,LAU,SV,STULPICANI,RO215,3,0,SIRUTA
2715,150418,150418,LAU,SV,SUCEVIŢA,RO215,3,0,SIRUTA
2706,150445,150445,LAU,SV,ŞARU DORNEI,RO215,3,0,SIRUTA
2716,150524,150524,LAU,SV,TODIREŞTI,RO215,3,0,SIRUTA
2717,150588,150588,LAU,SV,UDEŞTI,RO215,3,0,SIRUTA
240,15064,15064,LAU,AG,CĂLDĂRARU,RO311,3,0,SIRUTA
2718,150702,150702,LAU,SV,ULMA,RO215,3,0,SIRUTA
2719,150766,150766,LAU,SV,VADU MOLDOVEI,RO215,3,0,SIRUTA
2720,150891,150891,LAU,SV,VALEA MOLDOVEI,RO215,3,0,SIRUTA
2721,150935,150935,LAU,SV,VAMA,RO215,3,0,SIRUTA
2722,150980,150980,LAU,SV,VATRA MOLDOVIŢEI,RO215,3,0,SIRUTA
2723,151022,151022,LAU,SV,VEREŞTI,RO215,3,0,SIRUTA
2724,151077,151077,LAU,SV,VICOVU DE JOS,RO215,3,0,SIRUTA
241,15108,15108,LAU,AG,CĂLINEŞTI,RO311,3,0,SIRUTA
2631,151095,151095,LAU,SV,ORAŞ VICOVU DE SUS,RO215,2,1,SIRUTA
2726,151120,151120,LAU,SV,VOLOVĂŢ,RO215,3,0,SIRUTA
2727,151157,151157,LAU,SV,VULTUREŞTI,RO215,3,0,SIRUTA
2728,151246,151246,LAU,SV,ZAMOSTEA,RO215,3,0,SIRUTA
2729,151344,151344,LAU,SV,ZVORIŞTEA,RO215,3,0,SIRUTA
2653,151433,151433,LAU,SV,COMĂNEŞTI,RO215,3,0,SIRUTA
2681,151442,151442,LAU,SV,IASLOVĂŢ,RO215,3,0,SIRUTA
2651,151451,151451,LAU,SV,CIOCĂNEŞTI,RO215,3,0,SIRUTA
2709,151460,151460,LAU,SV,ŞERBĂUŢI,RO215,3,0,SIRUTA
2678,151479,151479,LAU,SV,HORODNIC DE SUS,RO215,3,0,SIRUTA
2665,151488,151488,LAU,SV,FÂNTÂNA MARE,RO215,3,0,SIRUTA
2655,151497,151497,LAU,SV,COŞNA,RO215,3,0,SIRUTA
2649,151503,151503,LAU,SV,CAPU CÂMPULUI,RO215,3,0,SIRUTA
2675,151512,151512,LAU,SV,HĂNŢEŞTI,RO215,3,0,SIRUTA
2646,151521,151521,LAU,SV,BURLA,RO215,3,0,SIRUTA
2635,151530,151530,LAU,SV,BĂLĂCEANA,RO215,3,0,SIRUTA
2676,151549,151549,LAU,SV,HÂRTOP,RO215,3,0,SIRUTA
2725,151558,151558,LAU,SV,VOITINEL,RO215,3,0,SIRUTA
2652,151567,151567,LAU,SV,CIPRIAN PORUMBESCU,RO215,3,0,SIRUTA
2637,151576,151576,LAU,SV,BERCHIŞEŞTI,RO215,3,0,SIRUTA
2699,151585,151585,LAU,SV,POIENI-SOLCA,RO215,3,0,SIRUTA
2732,151683,151683,LAU,TR,MUNICIPIUL TURNU MĂGURELE,RO317,4,1,SIRUTA
2752,151709,151709,LAU,TR,CIUPERCENI,RO317,3,0,SIRUTA
2770,151736,151736,LAU,TR,ISLAZ,RO317,3,0,SIRUTA
2773,151763,151763,LAU,TR,LIŢA,RO317,3,0,SIRUTA
2730,151790,151790,LAU,TR,MUNICIPIUL ALEXANDRIA,RO317,1,1,SIRUTA
2781,151816,151816,LAU,TR,NANOV,RO317,3,0,SIRUTA
2793,151834,151834,LAU,TR,POROSCHIA,RO317,3,0,SIRUTA
2731,151870,151870,LAU,TR,MUNICIPIUL ROŞIORI DE VEDE,RO317,4,1,SIRUTA
2733,151905,151905,LAU,TR,ORAŞ VIDELE,RO317,2,1,SIRUTA
2757,151932,151932,LAU,TR,CREVENICU,RO317,3,0,SIRUTA
2734,151978,151978,LAU,TR,ORAŞ ZIMNICEA,RO317,2,1,SIRUTA
2736,151996,151996,LAU,TR,BALACI,RO317,3,0,SIRUTA
2735,152038,152038,LAU,TR,BĂBĂIŢA,RO317,3,0,SIRUTA
2739,152083,152083,LAU,TR,BLEJEŞTI,RO317,3,0,SIRUTA
2740,152127,152127,LAU,TR,BOGDANA,RO317,3,0,SIRUTA
2741,152172,152172,LAU,TR,BOTOROAGA,RO317,3,0,SIRUTA
2742,152234,152234,LAU,TR,BRAGADIRU,RO317,3,0,SIRUTA
2743,152252,152252,LAU,TR,BRÂNCENI,RO317,3,0,SIRUTA
2744,152270,152270,LAU,TR,BUJORENI,RO317,3,0,SIRUTA
2745,152314,152314,LAU,TR,BUJORU,RO317,3,0,SIRUTA
242,15233,15233,LAU,AG,CĂTEASCA,RO311,3,0,SIRUTA
2746,152332,152332,LAU,TR,BUZESCU,RO317,3,0,SIRUTA
2747,152350,152350,LAU,TR,CĂLINEŞTI,RO317,3,0,SIRUTA
2748,152412,152412,LAU,TR,CĂLMĂŢUIU,RO317,3,0,SIRUTA
2749,152467,152467,LAU,TR,CĂLMĂŢUIU DE SUS,RO317,3,0,SIRUTA
2750,152500,152500,LAU,TR,CERVENIA,RO317,3,0,SIRUTA
2751,152528,152528,LAU,TR,CIOLĂNEŞTI,RO317,3,0,SIRUTA
2753,152564,152564,LAU,TR,CONŢEŞTI,RO317,3,0,SIRUTA
2754,152582,152582,LAU,TR,COSMEŞTI,RO317,3,0,SIRUTA
2755,152617,152617,LAU,TR,CRÂNGENI,RO317,3,0,SIRUTA
2756,152662,152662,LAU,TR,CRÂNGU,RO317,3,0,SIRUTA
2758,152724,152724,LAU,TR,DIDEŞTI,RO317,3,0,SIRUTA
2759,152760,152760,LAU,TR,DOBROTEŞTI,RO317,3,0,SIRUTA
2761,152797,152797,LAU,TR,DRĂCŞENEI,RO317,3,0,SIRUTA
2762,152868,152868,LAU,TR,DRĂGĂNEŞTI DE VEDE,RO317,3,0,SIRUTA
2763,152902,152902,LAU,TR,DRĂGĂNEŞTI-VLAŞCA,RO317,3,0,SIRUTA
2767,152948,152948,LAU,TR,FURCULEŞTI,RO317,3,0,SIRUTA
2766,152993,152993,LAU,TR,FRUMOASA,RO317,3,0,SIRUTA
2768,153026,153026,LAU,TR,GĂLĂTENI,RO317,3,0,SIRUTA
2769,153062,153062,LAU,TR,GRATIA,RO317,3,0,SIRUTA
2771,153106,153106,LAU,TR,IZVOARELE,RO317,3,0,SIRUTA
2772,153124,153124,LAU,TR,LISA,RO317,3,0,SIRUTA
243,15313,15313,LAU,AG,CEPARI,RO311,3,0,SIRUTA
2774,153151,153151,LAU,TR,LUNCA,RO317,3,0,SIRUTA
2778,153204,153204,LAU,TR,MAVRODIN,RO317,3,0,SIRUTA
2775,153240,153240,LAU,TR,MĂGURA,RO317,3,0,SIRUTA
2776,153277,153277,LAU,TR,MĂLDĂENI,RO317,3,0,SIRUTA
2779,153295,153295,LAU,TR,MERENI,RO317,3,0,SIRUTA
2777,153339,153339,LAU,TR,MÂRZĂNEŞTI,RO317,3,0,SIRUTA
2780,153384,153384,LAU,TR,MOŞTENI,RO317,3,0,SIRUTA
2782,153400,153400,LAU,TR,NĂSTURELU,RO317,3,0,SIRUTA
2783,153437,153437,LAU,TR,NECŞEŞTI,RO317,3,0,SIRUTA
2785,153473,153473,LAU,TR,OLTENI,RO317,3,0,SIRUTA
2786,153507,153507,LAU,TR,ORBEASCA,RO317,3,0,SIRUTA
2787,153543,153543,LAU,TR,PERETU,RO317,3,0,SIRUTA
2788,153561,153561,LAU,TR,PIATRA,RO317,3,0,SIRUTA
2789,153589,153589,LAU,TR,PIETROŞANI,RO317,3,0,SIRUTA
2791,153605,153605,LAU,TR,PLOSCA,RO317,3,0,SIRUTA
2790,153623,153623,LAU,TR,PLOPII-SLĂVITEŞTI,RO317,3,0,SIRUTA
2792,153696,153696,LAU,TR,POENI,RO317,3,0,SIRUTA
2825,153776,153776,LAU,TR,VITĂNEŞTI,RO317,3,0,SIRUTA
2795,153829,153829,LAU,TR,PUTINEIU,RO317,3,0,SIRUTA
2796,153865,153865,LAU,TR,RĂDOIEŞTI,RO317,3,0,SIRUTA
2797,153909,153909,LAU,TR,RĂSMIREŞTI,RO317,3,0,SIRUTA
2800,153936,153936,LAU,TR,SALCIA,RO317,3,0,SIRUTA
2798,153972,153972,LAU,TR,SĂCENI,RO317,3,0,SIRUTA
2802,154013,154013,LAU,TR,SCRIOAŞTEA,RO317,3,0,SIRUTA
244,15402,15402,LAU,AG,CETĂŢENI,RO311,3,0,SIRUTA
2803,154068,154068,LAU,TR,SCURTU MARE,RO317,3,0,SIRUTA
2804,154139,154139,LAU,TR,SEACA,RO317,3,0,SIRUTA
2806,154166,154166,LAU,TR,SFINŢEŞTI,RO317,3,0,SIRUTA
2805,154184,154184,LAU,TR,SEGARCEA-VALE,RO317,3,0,SIRUTA
2807,154228,154228,LAU,TR,SILIŞTEA,RO317,3,0,SIRUTA
2808,154282,154282,LAU,TR,SILIŞTEA-GUMEŞTI,RO317,3,0,SIRUTA
2801,154308,154308,LAU,TR,SÂRBENI,RO317,3,0,SIRUTA
2809,154344,154344,LAU,TR,SLOBOZIA MÂNDRA,RO317,3,0,SIRUTA
2810,154380,154380,LAU,TR,SMÂRDIOASA,RO317,3,0,SIRUTA
2811,154415,154415,LAU,TR,STEJARU,RO317,3,0,SIRUTA
2813,154460,154460,LAU,TR,SUHAIA,RO317,3,0,SIRUTA
245,15448,15448,LAU,AG,CICĂNEŞTI,RO311,3,0,SIRUTA
2812,154497,154497,LAU,TR,ŞTOROBĂNEASA,RO317,3,0,SIRUTA
2814,154521,154521,LAU,TR,TALPA,RO317,3,0,SIRUTA
2815,154585,154585,LAU,TR,TĂTĂRĂŞTII DE JOS,RO317,3,0,SIRUTA
2816,154665,154665,LAU,TR,TĂTĂRĂŞTII DE SUS,RO317,3,0,SIRUTA
1467,154709,154709,LAU,GR,TOPORU,RO224,3,0,SIRUTA
2818,154736,154736,LAU,TR,TRAIAN,RO317,3,0,SIRUTA
2819,154754,154754,LAU,TR,TRIVALEA-MOŞTENI,RO317,3,0,SIRUTA
2820,154790,154790,LAU,TR,TROIANUL,RO317,3,0,SIRUTA
2817,154834,154834,LAU,TR,ŢIGĂNEŞTI,RO317,3,0,SIRUTA
2823,154852,154852,LAU,TR,VEDEA,RO317,3,0,SIRUTA
2824,154914,154914,LAU,TR,VIIŞOARA,RO317,3,0,SIRUTA
246,15493,15493,LAU,AG,CIOFRÂNGENI,RO311,3,0,SIRUTA
2822,154932,154932,LAU,TR,VÂRTOAPE,RO317,3,0,SIRUTA
2826,154978,154978,LAU,TR,ZÂMBREASCA,RO317,3,0,SIRUTA
2784,154996,154996,LAU,TR,NENCIULEŞTI,RO317,3,0,SIRUTA
2737,155083,155083,LAU,TR,BECIU,RO317,3,0,SIRUTA
2738,155092,155092,LAU,TR,BEUCA,RO317,3,0,SIRUTA
2760,155109,155109,LAU,TR,DRACEA,RO317,3,0,SIRUTA
2764,155118,155118,LAU,TR,FÂNTÂNELE,RO317,3,0,SIRUTA
2765,155127,155127,LAU,TR,FRĂSINET,RO317,3,0,SIRUTA
2794,155136,155136,LAU,TR,PURANI,RO317,3,0,SIRUTA
2799,155145,155145,LAU,TR,SAELELE,RO317,3,0,SIRUTA
2821,155154,155154,LAU,TR,UDA-CLOCOCIOV,RO317,3,0,SIRUTA
2827,155243,155243,LAU,TM,MUNICIPIUL TIMIŞOARA,RO424,1,1,SIRUTA
2865,155261,155261,LAU,TM,DUMBRĂVIŢA,RO424,3,0,SIRUTA
2871,155289,155289,LAU,TM,GHIRODA,RO424,3,0,SIRUTA
2875,155314,155314,LAU,TM,GIROC,RO424,3,0,SIRUTA
2828,155350,155350,LAU,TM,MUNICIPIUL LUGOJ,RO424,4,1,SIRUTA
2829,155403,155403,LAU,TM,ORAŞ BUZIAŞ,RO424,2,1,SIRUTA
2831,155458,155458,LAU,TM,ORAŞ DETA,RO424,2,1,SIRUTA
2834,155494,155494,LAU,TM,ORAŞ JIMBOLIA,RO424,2,1,SIRUTA
2836,155528,155528,LAU,TM,ORAŞ SÂNNICOLAU MARE,RO424,2,1,SIRUTA
247,15554,15554,LAU,AG,CIOMĂGEŞTI,RO311,3,0,SIRUTA
2837,155546,155546,LAU,TM,BALINŢ,RO424,3,0,SIRUTA
2838,155591,155591,LAU,TM,BANLOC,RO424,3,0,SIRUTA
2839,155662,155662,LAU,TM,BARA,RO424,3,0,SIRUTA
2841,155724,155724,LAU,TM,BEBA VECHE,RO424,3,0,SIRUTA
2842,155760,155760,LAU,TM,BECICHERECU MIC,RO424,3,0,SIRUTA
2843,155797,155797,LAU,TM,BELINŢ,RO424,3,0,SIRUTA
2844,155840,155840,LAU,TM,BETHAUSEN,RO424,3,0,SIRUTA
2845,155911,155911,LAU,TM,BILED,RO424,3,0,SIRUTA
2840,155957,155957,LAU,TM,BÂRNA,RO424,3,0,SIRUTA
2847,156035,156035,LAU,TM,BOGDA,RO424,3,0,SIRUTA
2848,156106,156106,LAU,TM,BOLDUR,RO424,3,0,SIRUTA
2849,156151,156151,LAU,TM,BRESTOVĂŢ,RO424,3,0,SIRUTA
2851,156213,156213,LAU,TM,CĂRPINIŞ,RO424,3,0,SIRUTA
2852,156259,156259,LAU,TM,CENAD,RO424,3,0,SIRUTA
2853,156277,156277,LAU,TM,CENEI,RO424,3,0,SIRUTA
2855,156311,156311,LAU,TM,CHEVEREŞU MARE,RO424,3,0,SIRUTA
2830,156357,156357,LAU,TM,ORAŞ CIACOVA,RO424,2,1,SIRUTA
2856,156437,156437,LAU,TM,COMLOŞU MARE,RO424,3,0,SIRUTA
2857,156473,156473,LAU,TM,COŞTEIU,RO424,3,0,SIRUTA
248,15652,15652,LAU,AG,COCU,RO311,3,0,SIRUTA
2858,156534,156534,LAU,TM,CRICIOVA,RO424,3,0,SIRUTA
2859,156589,156589,LAU,TM,CURTEA,RO424,3,0,SIRUTA
2860,156623,156623,LAU,TM,DAROVA,RO424,3,0,SIRUTA
2861,156669,156669,LAU,TM,DENTA,RO424,3,0,SIRUTA
2863,156712,156712,LAU,TM,DUDEŞTII VECHI,RO424,3,0,SIRUTA
2864,156767,156767,LAU,TM,DUMBRAVA,RO424,3,0,SIRUTA
2832,156801,156801,LAU,TM,ORAŞ FĂGET,RO424,2,1,SIRUTA
2866,156927,156927,LAU,TM,FÂRDEA,RO424,3,0,SIRUTA
2868,157004,157004,LAU,TM,FOENI,RO424,3,0,SIRUTA
2869,157031,157031,LAU,TM,GAVOJDIA,RO424,3,0,SIRUTA
2833,157086,157086,LAU,TM,ORAŞ GĂTAIA,RO424,2,1,SIRUTA
2872,157193,157193,LAU,TM,GHIZELA,RO424,3,0,SIRUTA
2873,157246,157246,LAU,TM,GIARMATA,RO424,3,0,SIRUTA
2874,157273,157273,LAU,TM,GIERA,RO424,3,0,SIRUTA
2876,157317,157317,LAU,TM,GIULVĂZ,RO424,3,0,SIRUTA
2879,157362,157362,LAU,TM,JAMU MARE,RO424,3,0,SIRUTA
249,15741,15741,LAU,AG,CORBENI,RO311,3,0,SIRUTA
2880,157424,157424,LAU,TM,JEBEL,RO424,3,0,SIRUTA
2881,157451,157451,LAU,TM,LENAUHEIM,RO424,3,0,SIRUTA
2882,157497,157497,LAU,TM,LIEBLING,RO424,3,0,SIRUTA
2884,157530,157530,LAU,TM,LOVRIN,RO424,3,0,SIRUTA
2886,157585,157585,LAU,TM,MARGINA,RO424,3,0,SIRUTA
2887,157683,157683,LAU,TM,MAŞLOC,RO424,3,0,SIRUTA
2885,157736,157736,LAU,TM,MĂNĂŞTIUR,RO424,3,0,SIRUTA
2888,157781,157781,LAU,TM,MORAVIŢA,RO424,3,0,SIRUTA
2889,157834,157834,LAU,TM,MOŞNIŢA NOUĂ,RO424,3,0,SIRUTA
2890,157898,157898,LAU,TM,NĂDRAG,RO424,3,0,SIRUTA
2891,157923,157923,LAU,TM,NIŢCHIDORF,RO424,3,0,SIRUTA
2892,157969,157969,LAU,TM,OHABA LUNGĂ,RO424,3,0,SIRUTA
2893,158010,158010,LAU,TM,ORŢIŞOARA,RO424,3,0,SIRUTA
2897,158065,158065,LAU,TM,PECIU NOU,RO424,3,0,SIRUTA
2898,158109,158109,LAU,TM,PERIAM,RO424,3,0,SIRUTA
2900,158136,158136,LAU,TM,PIETROASA,RO424,3,0,SIRUTA
2901,158181,158181,LAU,TM,PIŞCHIA,RO424,3,0,SIRUTA
2902,158243,158243,LAU,TM,RACOVIŢA,RO424,3,0,SIRUTA
250,15830,15830,LAU,AG,CORBI,RO311,3,0,SIRUTA
2835,158314,158314,LAU,TM,ORAŞ RECAŞ,RO424,2,1,SIRUTA
2903,158396,158396,LAU,TM,REMETEA MARE,RO424,3,0,SIRUTA
2905,158449,158449,LAU,TM,SACOŞU TURCESC,RO424,3,0,SIRUTA
2912,158528,158528,LAU,TM,SATCHINEZ,RO424,3,0,SIRUTA
2904,158564,158564,LAU,TM,SĂCĂLAZ,RO424,3,0,SIRUTA
2913,158608,158608,LAU,TM,SECAŞ,RO424,3,0,SIRUTA
2907,158653,158653,LAU,TM,SÂNANDREI,RO424,3,0,SIRUTA
2909,158699,158699,LAU,TM,SÂNMIHAIU ROMÂN,RO424,3,0,SIRUTA
2910,158733,158733,LAU,TM,SÂNPETRU MARE,RO424,3,0,SIRUTA
2906,158779,158779,LAU,TM,ŞAG,RO424,3,0,SIRUTA
2914,158804,158804,LAU,TM,ŞTIUCA,RO424,3,0,SIRUTA
2915,158859,158859,LAU,TM,TEREMIA MARE,RO424,3,0,SIRUTA
2916,158895,158895,LAU,TM,TOMEŞTI,RO424,3,0,SIRUTA
2918,158966,158966,LAU,TM,TOPOLOVĂŢU MARE,RO424,3,0,SIRUTA
251,15901,15901,LAU,AG,COŞEŞTI,RO311,3,0,SIRUTA
2919,159035,159035,LAU,TM,TORMAC,RO424,3,0,SIRUTA
2920,159071,159071,LAU,TM,TRAIAN VUIA,RO424,3,0,SIRUTA
2921,159142,159142,LAU,TM,UIVAR,RO424,3,0,SIRUTA
2923,159213,159213,LAU,TM,VARIAŞ,RO424,3,0,SIRUTA
2924,159259,159259,LAU,TM,VICTOR VLAD DELAMARINA,RO424,3,0,SIRUTA
2925,159339,159339,LAU,TM,VOITEG,RO424,3,0,SIRUTA
2846,159366,159366,LAU,TM,BIRDA,RO424,3,0,SIRUTA
2854,159375,159375,LAU,TM,CHECEA,RO424,3,0,SIRUTA
2862,159384,159384,LAU,TM,DUDEŞTII NOI,RO424,3,0,SIRUTA
2867,159393,159393,LAU,TM,FIBIŞ,RO424,3,0,SIRUTA
2870,159400,159400,LAU,TM,GHILAD,RO424,3,0,SIRUTA
2877,159419,159419,LAU,TM,GOTTLOB,RO424,3,0,SIRUTA
2878,159428,159428,LAU,TM,IECEA MARE,RO424,3,0,SIRUTA
2896,159437,159437,LAU,TM,PARŢA,RO424,3,0,SIRUTA
2895,159446,159446,LAU,TM,PĂDURENI,RO424,3,0,SIRUTA
2911,159455,159455,LAU,TM,SARAVALE,RO424,3,0,SIRUTA
2908,159464,159464,LAU,TM,ŞANDRA,RO424,3,0,SIRUTA
2917,159473,159473,LAU,TM,TOMNATIC,RO424,3,0,SIRUTA
2922,159482,159482,LAU,TM,VĂLCANI,RO424,3,0,SIRUTA
2883,159491,159491,LAU,TM,LIVEZILE,RO424,3,0,SIRUTA
2899,159507,159507,LAU,TM,PESAC,RO424,3,0,SIRUTA
2850,159516,159516,LAU,TM,BUCOVĂŢ,RO424,3,0,SIRUTA
2894,159525,159525,LAU,TM,OTELEC,RO424,3,0,SIRUTA
2926,159614,159614,LAU,TL,MUNICIPIUL TULCEA,RO225,1,1,SIRUTA
2927,159650,159650,LAU,TL,ORAŞ BABADAG,RO225,2,1,SIRUTA
2928,159687,159687,LAU,TL,ORAŞ ISACCEA,RO225,2,1,SIRUTA
2929,159730,159730,LAU,TL,ORAŞ MĂCIN,RO225,2,1,SIRUTA
2930,159767,159767,LAU,TL,ORAŞ SULINA,RO225,2,1,SIRUTA
2931,159785,159785,LAU,TL,BAIA,RO225,3,0,SIRUTA
252,15983,15983,LAU,AG,COTMEANA,RO311,3,0,SIRUTA
2932,159847,159847,LAU,TL,BEIDAUD,RO225,3,0,SIRUTA
2934,159883,159883,LAU,TL,C.A.ROSETTI,RO225,3,0,SIRUTA
2935,159945,159945,LAU,TL,CARCALIU,RO225,3,0,SIRUTA
2936,159963,159963,LAU,TL,CASIMCEA,RO225,3,0,SIRUTA
2938,160047,160047,LAU,TL,CEATALCHIOI,RO225,3,0,SIRUTA
2937,160092,160092,LAU,TL,CEAMURLIA DE JOS,RO225,3,0,SIRUTA
2939,160127,160127,LAU,TL,CERNA,RO225,3,0,SIRUTA
2940,160172,160172,LAU,TL,CHILIA VECHE,RO225,3,0,SIRUTA
2941,160225,160225,LAU,TL,CIUCUROVA,RO225,3,0,SIRUTA
2942,160261,160261,LAU,TL,CRIŞAN,RO225,3,0,SIRUTA
2943,160305,160305,LAU,TL,DĂENI,RO225,3,0,SIRUTA
2944,160323,160323,LAU,TL,DOROBANŢU,RO225,3,0,SIRUTA
2945,160387,160387,LAU,TL,FRECĂŢEI,RO225,3,0,SIRUTA
2946,160430,160430,LAU,TL,GRECI,RO225,3,0,SIRUTA
2947,160458,160458,LAU,TL,GRINDU,RO225,3,0,SIRUTA
2948,160476,160476,LAU,TL,HAMCEARCA,RO225,3,0,SIRUTA
2949,160528,160528,LAU,TL,HORIA,RO225,3,0,SIRUTA
2951,160564,160564,LAU,TL,IZVOARELE,RO225,3,0,SIRUTA
2952,160617,160617,LAU,TL,JIJILA,RO225,3,0,SIRUTA
2953,160644,160644,LAU,TL,JURILOVCA,RO225,3,0,SIRUTA
2954,160680,160680,LAU,TL,LUNCAVIŢA,RO225,3,0,SIRUTA
2955,160724,160724,LAU,TL,MAHMUDIA,RO225,3,0,SIRUTA
2956,160779,160779,LAU,TL,MALIUC,RO225,3,0,SIRUTA
